303.900000,313.200000,1680.000000,29.100000,201.000000
297.600000,309.200000,1442.000000,48.100000,0.000000
297.300000,308.400000,1339.000000,52.100000,36.000000
301.600000,310.000000,1869.000000,22.900000,18.000000
300.400000,311.300000,1608.000000,35.100000,114.000000
302.300000,311.400000,1909.000000,23.200000,25.000000
298.500000,309.300000,1488.000000,43.700000,189.000000
301.000000,310.600000,1366.000000,50.600000,106.000000
299.200000,308.400000,1436.000000,41.800000,28.000000
300.200000,309.100000,1406.000000,42.200000,40.000000
300.100000,309.300000,1443.000000,50.300000,196.000000
298.000000,307.600000,1509.000000,41.600000,33.000000
299.400000,308.700000,1553.000000,42.700000,128.000000
302.600000,312.000000,1674.000000,32.200000,70.000000
302.500000,311.900000,1437.000000,46.700000,65.000000
298.300000,308.900000,1708.000000,27.300000,170.000000
297.500000,308.900000,1729.000000,28.100000,189.000000
298.500000,309.800000,1468.000000,40.900000,157.000000
301.100000,310.100000,1417.000000,46.900000,35.000000
296.700000,307.900000,1579.000000,33.400000,50.000000
297.400000,308.800000,1324.000000,53.500000,169.000000
298.800000,309.700000,1459.000000,47.300000,141.000000
297.800000,307.200000,1880.000000,23.000000,176.000000
300.100000,311.500000,1434.000000,40.800000,80.000000
300.500000,309.500000,1379.000000,55.600000,2.000000
299.000000,310.000000,1667.000000,30.000000,53.000000
298.800000,309.100000,1350.000000,52.500000,111.000000
302.200000,311.500000,1479.000000,39.500000,36.000000
299.600000,309.500000,1453.000000,41.400000,168.000000
302.100000,311.000000,1711.000000,28.700000,83.000000
301.400000,310.100000,1623.000000,32.300000,39.000000
302.100000,311.200000,1598.000000,37.900000,148.000000
298.400000,309.100000,1798.000000,29.600000,81.000000
298.200000,307.800000,1439.000000,41.600000,62.000000
297.200000,308.600000,1774.000000,23.000000,30.000000
302.300000,311.700000,1453.000000,42.500000,56.000000
298.200000,308.300000,1230.000000,59.600000,162.000000
298.800000,308.800000,1523.000000,44.400000,55.000000
302.600000,311.000000,1589.000000,39.000000,122.000000
299.700000,309.100000,1475.000000,40.000000,123.000000
301.100000,310.800000,1274.000000,55.700000,169.000000
298.000000,307.800000,1453.000000,37.700000,119.000000
298.900000,309.800000,1836.000000,22.800000,18.000000
297.900000,307.800000,1450.000000,43.500000,106.000000
